figure_id,book_citation,role,raw,script,selection,transformation,clean,plot,raw_sha256,script_sha256,clean_sha256,plot_sha256
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2016.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,5058009dd9ff29c3d6a8f03d63e13c367e9aa5e9a9bb61cfdad8f3c904dc3ae4,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2017.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,5302674bb1b5fa6f4a4d6b7410be0d23b738fd724b9a80e04bbeb40457b68255,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2018.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,66b52b5ba369052cfaf2d2c374d0f9be913aa18ac450ea607d789347f8a9648a,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2019.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,afd4b6b1fd515b4a5dac62db8c5d829d56546136ced5112d7f5dd49c08410b66,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2021.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,f678b4957125c4825201935b75f6704e88b61ffd0413a54fb43c39fca74c0a55,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2022.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,3f88340fd89efaed9f74b15da2796f1e9a913af1cf005117eb711b498b27b79a,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2023.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,ec095a539e187cde354603adc0a8902c53298d6feb8218252c37d03d5b35f62c,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2024.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,0778b8b3517d93e6eb2fc8ab901c10604904ff62ab4e2daab2e711bafc18686a,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,extension,figures/17-6/data/raw/bls_a1_2025.pdf,scripts/reconstruct_17_6.py,Same BLS three-category basket/population 2015-2025; display alongside frozen historical reconstruction,"Daily all-person means times 7; dashed after 2015; explicit missing 2020, no interpolation; unchanged historical book line",figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/extended/figure_17_6_extended.png,be62d65f1a5e9196f52d3aac3f38e17ee8350d200db37c9ecb4f45653e2848fa,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,5d198e352bd2ed72ae77de6d9bff747c5503eca549c62cb9ce9e34485a34b49c
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,activity_definition_diagnostic,figures/17-6/data/raw/bls_activity_tables.csv,scripts/reconstruct_17_6.py,"BLS annual A-1 values, men/women, 2015-2025 excluding unavailable 2020",Compare defined book BLS basket against same basket plus separately reported pet-care hours; not a matched-population claim,figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/diagnostics/pet_care_sensitivity.png,8bf32692e0ab8fdfa89cabdd812a68bb087e0b41e6dae2d36dedbd3052507c6b,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,500bfee6e5fea82fadce8319a46ab528faea9d52ab80255efad8d39d7d10536a
17-6,Aguiar and Hurst 2007 Table III; BLS 2016c ATUS 2015,activity_definition_diagnostic,figures/17-6/data/raw/bls_table_urls.json,scripts/reconstruct_17_6.py,"BLS annual A-1 values, men/women, 2015-2025 excluding unavailable 2020",Compare defined book BLS basket against same basket plus separately reported pet-care hours; not a matched-population claim,figures/17-6/data/clean/figure_17_6_extended.csv,figures/17-6/plots/diagnostics/pet_care_sensitivity.png,b884a10e70845e4e66f272df77c4376ecf4adec70b4bec27691b986cf5917caa,3b2739e99b69d2d6fac4ee416db796e27fd6f09cf5ecbfb53404563f40236c9b,9bd2a2bf69f6c72cb9de57acf3ebf9f794b6db2dd86c1c9abb70b59c3baade5f,500bfee6e5fea82fadce8319a46ab528faea9d52ab80255efad8d39d7d10536a
