series,Code,year,value,role,age_warning
Africa,OWID_AFR,1870,1.0117645,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,1975,37.193172,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,1980,43.414104,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,1985,50.208122,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,1990,55.80887,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,1995,60.435642,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,2000,62.66571,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,2005,65.86139,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,2010,69.3292,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,2015,74.28998,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Africa,OWID_AFR,2020,78.17966,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1870,1.0443878,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1875,1.2645264,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1880,1.5455704,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1885,2.0758438,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1890,2.9366684,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1895,3.555809,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1900,4.469719,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1905,6.149086,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1910,7.7277374,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1915,9.364601,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1920,11.781342,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1925,14.02317,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1930,16.605347,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1935,19.071,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1940,27.638817,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1945,30.275528,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1950,33.472237,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1955,37.822914,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1960,41.936424,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1965,46.89765,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1970,53.489555,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1975,57.618145,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1980,62.450794,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1985,65.65124,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1990,68.134766,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,1995,72.71811,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,2000,76.91078,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,2005,81.130646,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,2010,84.08368,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,2015,86.77406,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Asia,OWID_ASI,2020,88.97724,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1870,25.381767,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1875,27.49057,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1880,31.325249,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1885,34.958534,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1890,38.924934,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1895,42.693504,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1900,46.76355,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1905,51.419174,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1910,55.15657,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1915,60.205757,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1920,64.81169,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1925,68.62256,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1930,72.016304,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1935,76.78455,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1940,81.78913,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1945,85.62932,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1950,88.258224,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1955,90.374115,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1960,91.76894,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1965,92.79866,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1970,93.80229,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1975,94.26482,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1980,95.03904,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1985,95.086914,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1990,95.621925,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,1995,96.53366,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,2000,97.539795,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,2005,98.440704,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,2010,98.96335,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,2015,98.97636,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Europe,OWID_EUR,2020,99.00857,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1870,57.37004,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1875,62.414993,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1880,67.270424,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1885,71.51389,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1890,74.16458,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1895,76.37127,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1900,78.48874,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1905,80.65079,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1910,82.13241,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1915,83.280426,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1920,83.572136,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1925,84.47279,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1930,85.43354,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1935,86.72943,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1940,87.74869,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1945,87.754135,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1950,87.48983,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1955,87.90623,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1960,88.4888,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1965,89.03442,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1970,89.716286,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1975,90.002846,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1980,91.07326,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1985,92.39659,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1990,93.551025,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,1995,94.82564,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,2000,95.7467,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,2005,96.66445,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,2010,97.20898,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,2015,97.62348,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
North America,OWID_NAM,2020,98.01347,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Oceania,OWID_OCE,2015,91.22708,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
Oceania,OWID_OCE,2020,91.03637,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1870,4.561142,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1875,5.6745987,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1880,6.947052,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1885,8.076782,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1890,9.100304,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1895,10.210564,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1900,16.00695,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1905,20.11393,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1910,23.62532,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1915,28.166977,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1920,32.73729,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1925,36.74963,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1930,40.83285,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1935,44.845863,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1940,47.88935,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1945,50.91522,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1950,54.07062,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1955,57.768654,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1960,61.924335,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1965,66.63495,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1970,72.31612,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1975,78.793274,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1980,81.161575,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1985,82.82493,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1990,84.88343,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,1995,87.008575,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,2000,89.60449,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,2005,92.82101,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,2010,94.95222,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,2015,96.075005,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
South America,OWID_SAM,2020,96.9429,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1870,9.4711075,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1875,10.618935,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1880,12.350708,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1885,14.0420685,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1890,16.039047,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1895,17.760193,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1900,19.988014,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1905,22.676422,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1910,25.111969,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1915,27.59507,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1920,30.448174,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1925,33.010796,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1930,35.76194,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1935,38.417976,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1940,44.635067,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1945,47.218285,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1950,49.855297,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1955,52.638344,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1960,55.302597,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1965,58.43859,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1970,62.6388,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1975,65.50581,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1980,68.90282,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1985,71.321724,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1990,73.36745,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,1995,76.7647,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,2000,79.68124,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,2005,82.789246,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,2010,85.06268,different_source_historical_candidate,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,2015,87.35165,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
World,OWID_WRL,2020,89.19454,projection_not_observed_extension,chart subtitle says15+; variable title says15-64; unresolved
