Entity,Year,maternal_mortality_ratio_gapdata010,gapdata010_source_component,maternal_mortality_ratio_owid_current,owid_current_source_component,absolute_difference_mmr,audit_caveat
Sweden,1762,1148.3646057623296,Gapminder GD010 gapdata010.xls recovered source component,1148.3646,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,5.762329465142102e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1763,1078.7834371564677,Gapminder GD010 gapdata010.xls recovered source component,1078.7834,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.715646766977443e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1764,1116.5657472937605,Gapminder GD010 gapdata010.xls recovered source component,1116.5658,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,5.270623955766496e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1765,1034.1131218866258,Gapminder GD010 gapdata010.xls recovered source component,1034.1132,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,7.811337422936049e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1766,974.973699417683,Gapminder GD010 gapdata010.xls recovered source component,974.9737,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,5.823170567964553e-07,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1767,1020.3156176310539,Gapminder GD010 gapdata010.xls recovered source component,1020.3156,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.7631053879085812e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1768,920.1374340065365,Gapminder GD010 gapdata010.xls recovered source component,920.13745,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.599346342118224e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1769,820.3723104198566,Gapminder GD010 gapdata010.xls recovered source component,820.3723,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.0419856607768452e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1770,871.8777351376825,Gapminder GD010 gapdata010.xls recovered source component,871.87775,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.4862317470942799e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1771,943.847072879331,Gapminder GD010 gapdata010.xls recovered source component,943.84705,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.2879331027070293e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1772,1059.560423074038,Gapminder GD010 gapdata010.xls recovered source component,1059.5604,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.3074037926562596e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1773,942.5091298738218,Gapminder GD010 gapdata010.xls recovered source component,942.50916,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.012617810327356e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1774,853.7696250915392,Gapminder GD010 gapdata010.xls recovered source component,853.76965,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.4908460773076513e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1775,913.6970343443418,Gapminder GD010 gapdata010.xls recovered source component,913.697,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.434434177052026e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1776,945.1173919545387,Gapminder GD010 gapdata010.xls recovered source component,945.1174,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,8.045461299843737e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1777,892.2899646924998,Gapminder GD010 gapdata010.xls recovered source component,892.29,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.530750018398976e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1778,947.0404984423676,Gapminder GD010 gapdata010.xls recovered source component,947.0405,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.5576323448840412e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1779,907.2224331365285,Gapminder GD010 gapdata010.xls recovered source component,907.2224,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.313652848646598e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1780,830.7262197963123,Gapminder GD010 gapdata010.xls recovered source component,830.7262,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.9796312358266732e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1781,858.9905806270209,Gapminder GD010 gapdata010.xls recovered source component,858.9906,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.9372979068066343e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1782,937.2536424421152,Gapminder GD010 gapdata010.xls recovered source component,937.25366,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.7557884802954504e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1783,784.9897643491512,Gapminder GD010 gapdata010.xls recovered source component,784.98975,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.434915122899838e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1784,703.6839926674945,Gapminder GD010 gapdata010.xls recovered source component,703.684,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,7.332505447266158e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1785,883.0707787885513,Gapminder GD010 gapdata010.xls recovered source component,883.0708,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.1211448711255798e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1786,883.9078029181645,Gapminder GD010 gapdata010.xls recovered source component,883.9078,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.918164568654902e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1787,951.2937595129375,Gapminder GD010 gapdata010.xls recovered source component,951.29376,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.870624934483203e-07,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1788,948.6614683982216,Gapminder GD010 gapdata010.xls recovered source component,948.66144,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.8398221616043884e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1789,990.9948726787023,Gapminder GD010 gapdata010.xls recovered source component,990.9949,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.7321297693561064e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1790,986.6842610364683,Gapminder GD010 gapdata010.xls recovered source component,986.68427,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,8.963531627159682e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1791,1120.1899573992598,Gapminder GD010 gapdata010.xls recovered source component,1120.19,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.260074024386995e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1792,1073.8272010927994,Gapminder GD010 gapdata010.xls recovered source component,1073.8271,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,0.00010109279946846073,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1793,961.5384615384615,Gapminder GD010 gapdata010.xls recovered source component,961.53845,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1538461535565148e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1794,950.1250164495328,Gapminder GD010 gapdata010.xls recovered source component,950.125,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.644953283630457e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1795,1090.5528023515046,Gapminder GD010 gapdata010.xls recovered source component,1090.5529,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,9.76484952843748e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1796,911.310827480301,Gapminder GD010 gapdata010.xls recovered source component,911.31085,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.2519698973155755e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1797,823.6494388732675,Gapminder GD010 gapdata010.xls recovered source component,823.6494,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.8873267499184294e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1798,842.3142010102681,Gapminder GD010 gapdata010.xls recovered source component,842.3142,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.0102680789714213e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1799,844.9132502590537,Gapminder GD010 gapdata010.xls recovered source component,844.91327,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.9740946299862117e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1800,895.5665753830211,Gapminder GD010 gapdata010.xls recovered source component,895.5666,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.4616978862468386e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1801,839.5984652196689,Gapminder GD010 gapdata010.xls recovered source component,839.59845,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.5219668966892641e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1802,841.7485959740138,Gapminder GD010 gapdata010.xls recovered source component,841.7486,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.025986186206865e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1803,818.5520604469215,Gapminder GD010 gapdata010.xls recovered source component,818.55206,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.4692149003822124e-07,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1804,754.8107740407885,Gapminder GD010 gapdata010.xls recovered source component,754.8108,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.5959211484405387e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1805,667.5201170446232,Gapminder GD010 gapdata010.xls recovered source component,667.52014,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.295537672125647e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1806,866.1723495260187,Gapminder GD010 gapdata010.xls recovered source component,866.17236,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.0473981319591985e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1807,866.2746235595052,Gapminder GD010 gapdata010.xls recovered source component,866.2746,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.3559505279990844e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1808,870.7056230818113,Gapminder GD010 gapdata010.xls recovered source component,870.7056,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.308181126409181e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1809,1007.7760497667185,Gapminder GD010 gapdata010.xls recovered source component,1007.77606,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.02332815004047e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1810,887.0191089259465,Gapminder GD010 gapdata010.xls recovered source component,887.0191,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,8.92594653123524e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1811,896.750017675756,Gapminder GD010 gapdata010.xls recovered source component,896.75,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.7675755998425302e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1812,828.8212730793424,Gapminder GD010 gapdata010.xls recovered source component,828.8213,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.6920657546725124e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1813,738.673442468169,Gapminder GD010 gapdata010.xls recovered source component,738.67346,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.7531830962980166e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1814,764.7981855822355,Gapminder GD010 gapdata010.xls recovered source component,764.79816,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.5582235480214877e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1815,746.1373315031851,Gapminder GD010 gapdata010.xls recovered source component,746.1373,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.150318514144601e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1816,691.4335265391812,Gapminder GD010 gapdata010.xls recovered source component,691.43353,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.460818788880715e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1817,751.3358377861259,Gapminder GD010 gapdata010.xls recovered source component,751.3358,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.7786125972161244e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1818,757.1691905639685,Gapminder GD010 gapdata010.xls recovered source component,757.1692,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,9.43603151881689e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1819,740.6528189910979,Gapminder GD010 gapdata010.xls recovered source component,740.65283,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1008902106368623e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1820,757.8882851451539,Gapminder GD010 gapdata010.xls recovered source component,757.8883,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.4854846085654572e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1821,754.7866505935121,Gapminder GD010 gapdata010.xls recovered source component,754.7866,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,5.059351212821639e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1822,780.4133221643746,Gapminder GD010 gapdata010.xls recovered source component,780.4133,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.216437451352249e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1823,706.2966242278061,Gapminder GD010 gapdata010.xls recovered source component,706.29663,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,5.772193958364369e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1824,570.6530450858651,Gapminder GD010 gapdata010.xls recovered source component,570.653,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.508586505380663e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1825,565.2195583910682,Gapminder GD010 gapdata010.xls recovered source component,565.21954,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.83910681244015e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1826,618.7902187902188,Gapminder GD010 gapdata010.xls recovered source component,618.7902,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.879021874628961e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1827,645.578524586444,Gapminder GD010 gapdata010.xls recovered source component,645.57855,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.5413555931663723e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1828,705.7910522893638,Gapminder GD010 gapdata010.xls recovered source component,705.7911,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,4.771063618136395e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1829,721.6950788034738,Gapminder GD010 gapdata010.xls recovered source component,721.69507,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,8.80347386100766e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1830,658.3814173694334,Gapminder GD010 gapdata010.xls recovered source component,658.3814,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.7369433408020996e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1831,627.74070003286,Gapminder GD010 gapdata010.xls recovered source component,627.7407,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.28600435750559e-08,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1832,569.7625247601878,Gapminder GD010 gapdata010.xls recovered source component,569.7625,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.4760187784522714e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1833,593.1671136189176,Gapminder GD010 gapdata010.xls recovered source component,593.1671,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.3618917591884383e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1834,574.672506509962,Gapminder GD010 gapdata010.xls recovered source component,574.6725,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,6.509961963274691e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1835,514.5500489077274,Gapminder GD010 gapdata010.xls recovered source component,514.55005,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.0922726687567774e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1836,543.0686475938755,Gapminder GD010 gapdata010.xls recovered source component,543.06866,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.2406124483277381e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1837,547.4761139764944,Gapminder GD010 gapdata010.xls recovered source component,547.47614,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.6023505597549956e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1838,467.06785181913546,Gapminder GD010 gapdata010.xls recovered source component,467.06784,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1819135465884756e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1839,507.864233880236,Gapminder GD010 gapdata010.xls recovered source component,507.86423,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,3.880235965425527e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1840,610.2281988590057,Gapminder GD010 gapdata010.xls recovered source component,610.2282,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1409942999307532e-06,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1841,622.5583387302316,Gapminder GD010 gapdata010.xls recovered source component,622.55835,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1269768378951994e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1842,669.4660117255585,Gapminder GD010 gapdata010.xls recovered source component,669.466,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.1725558465514041e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1843,459.8906751114428,Gapminder GD010 gapdata010.xls recovered source component,459.8907,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,2.488855716364924e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1844,426.00746945832105,Gapminder GD010 gapdata010.xls recovered source component,426.00748,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,1.0541678932440846e-05,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
Sweden,1845,430.25274937295006,Gapminder GD010 gapdata010.xls recovered source component,430.25275,OWID current successor/equivalent fill; not verified book-era Roser 2016p/World Bank 2015 value,6.270499284255493e-07,OWID current values are used for audit/successor fill only; they do not verify the unrecovered Roser 2016p/World Bank 2015 book-era vintage.
