Entity,Code,Year,Share of population with some formal education
Afghanistan,AFG,1870,0
Afghanistan,AFG,1875,0
Afghanistan,AFG,1880,0
Afghanistan,AFG,1885,0
Afghanistan,AFG,1890,0
Afghanistan,AFG,1895,0
Afghanistan,AFG,1900,0
Afghanistan,AFG,1905,0
Afghanistan,AFG,1910,0.19999695
Afghanistan,AFG,1915,0.40000153
Afghanistan,AFG,1920,0.5999985
Afghanistan,AFG,1925,0.69999695
Afghanistan,AFG,1930,0.9000015
Afghanistan,AFG,1935,1
Afghanistan,AFG,1940,4.699997
Afghanistan,AFG,1945,5
Afghanistan,AFG,1950,5.5
Afghanistan,AFG,1955,6.0999985
Afghanistan,AFG,1960,7.199997
Afghanistan,AFG,1965,8.300003
Afghanistan,AFG,1970,11.699997
Afghanistan,AFG,1975,14.900002
Afghanistan,AFG,1980,18.800003
Afghanistan,AFG,1985,23.300003
Afghanistan,AFG,1990,26.199997
Afghanistan,AFG,1995,28
Afghanistan,AFG,2000,33.6
Afghanistan,AFG,2005,35.699997
Afghanistan,AFG,2010,43.3
Afghanistan,AFG,2015,56.7
Afghanistan,AFG,2020,66.1
Africa,OWID_AFR,1870,1.0117645
Africa,OWID_AFR,1875,1.2242737
Africa,OWID_AFR,1880,1.5132065
Africa,OWID_AFR,1885,1.8619156
Africa,OWID_AFR,1890,2.231804
Africa,OWID_AFR,1895,2.4316635
Africa,OWID_AFR,1900,2.889351
Africa,OWID_AFR,1905,3.6753006
Africa,OWID_AFR,1910,4.779785
Africa,OWID_AFR,1915,6.4748993
Africa,OWID_AFR,1920,8.666847
Africa,OWID_AFR,1925,10.053757
Africa,OWID_AFR,1930,11.611603
Africa,OWID_AFR,1935,12.849609
Africa,OWID_AFR,1940,14.594482
Africa,OWID_AFR,1945,16.19484
Africa,OWID_AFR,1950,18.243782
Africa,OWID_AFR,1955,20.505562
Africa,OWID_AFR,1960,23.018791
Africa,OWID_AFR,1965,26.809479
Africa,OWID_AFR,1970,31.7985
Africa,OWID_AFR,1975,37.193172
Africa,OWID_AFR,1980,43.414104
Africa,OWID_AFR,1985,50.208122
Africa,OWID_AFR,1990,55.80887
Africa,OWID_AFR,1995,60.435642
Africa,OWID_AFR,2000,62.66571
Africa,OWID_AFR,2005,65.86139
Africa,OWID_AFR,2010,69.3292
Africa,OWID_AFR,2015,74.28998
Africa,OWID_AFR,2020,78.17966
Albania,ALB,1870,0.69999695
Albania,ALB,1875,0.9000015
Albania,ALB,1880,1.0999985
Albania,ALB,1885,1.5
Albania,ALB,1890,1.9000015
Albania,ALB,1895,2.4000015
Albania,ALB,1900,3
Albania,ALB,1905,3.800003
Albania,ALB,1910,5.699997
Albania,ALB,1915,9.300003
Albania,ALB,1920,13.900002
Albania,ALB,1925,19.5
Albania,ALB,1930,25.400002
Albania,ALB,1935,31.5
Albania,ALB,1940,38.5
Albania,ALB,1945,47.1
Albania,ALB,1950,60.7
Albania,ALB,1955,62.8
Albania,ALB,1960,56.2
Albania,ALB,1965,60
Albania,ALB,1970,65.8
Albania,ALB,1975,73.2
Albania,ALB,1980,80.3
Albania,ALB,1985,86.4
Albania,ALB,1990,89.8
Albania,ALB,1995,86.9
Albania,ALB,2000,99.4
Albania,ALB,2005,98.7
Albania,ALB,2010,98.6
Albania,ALB,2015,98.8
Albania,ALB,2020,99
Algeria,DZA,1870,2.5
Algeria,DZA,1875,3.199997
Algeria,DZA,1880,4
Algeria,DZA,1885,4.9000015
Algeria,DZA,1890,5.699997
Algeria,DZA,1895,6.699997
Algeria,DZA,1900,10.099998
Algeria,DZA,1905,13.300003
Algeria,DZA,1910,15.599998
Algeria,DZA,1915,14.900002
Algeria,DZA,1920,16.400002
Algeria,DZA,1925,17.900002
Algeria,DZA,1930,18.099998
Algeria,DZA,1935,18.900002
Algeria,DZA,1940,19.099998
Algeria,DZA,1945,19.099998
Algeria,DZA,1950,18.900002
Algeria,DZA,1955,18.5
Algeria,DZA,1960,17.5
Algeria,DZA,1965,19.900002
Algeria,DZA,1970,28
Algeria,DZA,1975,37.9
Algeria,DZA,1980,47.1
Algeria,DZA,1985,57.4
Algeria,DZA,1990,64.6
Algeria,DZA,1995,70.8
Algeria,DZA,2000,75.9
Algeria,DZA,2005,79.8
Algeria,DZA,2010,82.8
Algeria,DZA,2015,86.5
Algeria,DZA,2020,89.6
Argentina,ARG,1870,9.199997
Argentina,ARG,1875,11.300003
Argentina,ARG,1880,13.5
Argentina,ARG,1885,14.699997
Argentina,ARG,1890,15.699997
Argentina,ARG,1895,18.199997
Argentina,ARG,1900,21
Argentina,ARG,1905,30.400002
Argentina,ARG,1910,37
Argentina,ARG,1915,47.5
Argentina,ARG,1920,56.3
Argentina,ARG,1925,62.6
Argentina,ARG,1930,69.9
Argentina,ARG,1935,74.9
Argentina,ARG,1940,79.2
Argentina,ARG,1945,83.8
Argentina,ARG,1950,86.7
Argentina,ARG,1955,88.2
Argentina,ARG,1960,90
Argentina,ARG,1965,92.1
Argentina,ARG,1970,94.3
Argentina,ARG,1975,95.2
Argentina,ARG,1980,96.1
Argentina,ARG,1985,95.9
Argentina,ARG,1990,96.2
Argentina,ARG,1995,96.8
Argentina,ARG,2000,97.4
Argentina,ARG,2005,99.1
Argentina,ARG,2010,99.3
Argentina,ARG,2015,99.5
Argentina,ARG,2020,99.5
Armenia,ARM,2015,99.2
Armenia,ARM,2020,99.4
Asia,OWID_ASI,1870,1.0443878
Asia,OWID_ASI,1875,1.2645264
Asia,OWID_ASI,1880,1.5455704
Asia,OWID_ASI,1885,2.0758438
Asia,OWID_ASI,1890,2.9366684
Asia,OWID_ASI,1895,3.555809
Asia,OWID_ASI,1900,4.469719
Asia,OWID_ASI,1905,6.149086
Asia,OWID_ASI,1910,7.7277374
Asia,OWID_ASI,1915,9.364601
Asia,OWID_ASI,1920,11.781342
Asia,OWID_ASI,1925,14.02317
Asia,OWID_ASI,1930,16.605347
Asia,OWID_ASI,1935,19.071
Asia,OWID_ASI,1940,27.638817
Asia,OWID_ASI,1945,30.275528
Asia,OWID_ASI,1950,33.472237
Asia,OWID_ASI,1955,37.822914
Asia,OWID_ASI,1960,41.936424
Asia,OWID_ASI,1965,46.89765
Asia,OWID_ASI,1970,53.489555
Asia,OWID_ASI,1975,57.618145
Asia,OWID_ASI,1980,62.450794
Asia,OWID_ASI,1985,65.65124
Asia,OWID_ASI,1990,68.134766
Asia,OWID_ASI,1995,72.71811
Asia,OWID_ASI,2000,76.91078
Asia,OWID_ASI,2005,81.130646
Asia,OWID_ASI,2010,84.08368
Asia,OWID_ASI,2015,86.77406
Asia,OWID_ASI,2020,88.97724
Australia,AUS,1870,49.1
Australia,AUS,1875,53.7
Australia,AUS,1880,58.2
Australia,AUS,1885,63.8
Australia,AUS,1890,70.2
Australia,AUS,1895,75.2
Australia,AUS,1900,75.1
Australia,AUS,1905,77.7
Australia,AUS,1910,82.3
Australia,AUS,1915,85.7
Australia,AUS,1920,88.7
Australia,AUS,1925,90.7
Australia,AUS,1930,92.9
Australia,AUS,1935,94.9
Australia,AUS,1940,96.3
Australia,AUS,1945,97.7
Australia,AUS,1950,98.8
Australia,AUS,1955,99
Australia,AUS,1960,99.2
Australia,AUS,1965,99.3
Australia,AUS,1970,99.4
Australia,AUS,1975,99
Australia,AUS,1980,99.3
Australia,AUS,1985,99
Australia,AUS,1990,99.1
Australia,AUS,1995,98.9
Australia,AUS,2000,99.2
Australia,AUS,2005,99.4
Australia,AUS,2010,99.5
Australia,AUS,2015,99.3
Australia,AUS,2020,99.1
Austria,AUT,1870,37
Austria,AUT,1875,38.9
Austria,AUT,1880,41.2
Austria,AUT,1885,44.5
Austria,AUT,1890,48.4
Austria,AUT,1895,52.8
Austria,AUT,1900,57.3
Austria,AUT,1905,61.5
Austria,AUT,1910,65.8
Austria,AUT,1915,70.2
Austria,AUT,1920,74.5
Austria,AUT,1925,79.8
Austria,AUT,1930,84.3
Austria,AUT,1935,88.5
Austria,AUT,1940,92.2
Austria,AUT,1945,95.3
Austria,AUT,1950,97.6
Austria,AUT,1955,97.9
Austria,AUT,1960,98.2
Austria,AUT,1965,97.4
Austria,AUT,1970,97.5
Austria,AUT,1975,99.1
Austria,AUT,1980,99.9
Austria,AUT,1985,99.5
Austria,AUT,1990,98.9
Austria,AUT,1995,98.4
Austria,AUT,2000,98.4
Austria,AUT,2005,98.4
Austria,AUT,2010,98.4
Austria,AUT,2015,98.3
Austria,AUT,2020,98.1
Bahrain,BHR,2015,73.8
Bahrain,BHR,2020,74.6
Bangladesh,BGD,1870,0.19999695
Bangladesh,BGD,1875,0.30000305
Bangladesh,BGD,1880,0.40000153
Bangladesh,BGD,1885,0.5
Bangladesh,BGD,1890,0.5999985
Bangladesh,BGD,1895,0.80000305
Bangladesh,BGD,1900,1.0999985
Bangladesh,BGD,1905,4.5999985
Bangladesh,BGD,1910,7.9000015
Bangladesh,BGD,1915,10.300003
Bangladesh,BGD,1920,10.599998
Bangladesh,BGD,1925,12.5
Bangladesh,BGD,1930,14.5
Bangladesh,BGD,1935,16.300003
Bangladesh,BGD,1940,18.300003
Bangladesh,BGD,1945,20.199997
Bangladesh,BGD,1950,21.800003
Bangladesh,BGD,1955,22
Bangladesh,BGD,1960,22.900002
Bangladesh,BGD,1965,22.5
Bangladesh,BGD,1970,22.199997
Bangladesh,BGD,1975,23.300003
Bangladesh,BGD,1980,33.9
Bangladesh,BGD,1985,41.3
Bangladesh,BGD,1990,44.7
Bangladesh,BGD,1995,49.5
Bangladesh,BGD,2000,57.4
Bangladesh,BGD,2005,62.4
Bangladesh,BGD,2010,69.6
Bangladesh,BGD,2015,74.1
Bangladesh,BGD,2020,78.1
Barbados,BRB,1870,24.5
Barbados,BRB,1875,27.599998
Barbados,BRB,1880,31.199997
Barbados,BRB,1885,32.6
Barbados,BRB,1890,34.4
Barbados,BRB,1895,35
Barbados,BRB,1900,37.3
Barbados,BRB,1905,47.3
Barbados,BRB,1910,47.6
Barbados,BRB,1915,55
Barbados,BRB,1920,64.2
Barbados,BRB,1925,69
Barbados,BRB,1930,72.7
Barbados,BRB,1935,78.6
Barbados,BRB,1940,85.1
Barbados,BRB,1945,91.8
Barbados,BRB,1950,97.7
Barbados,BRB,1955,98.1
Barbados,BRB,1960,98.5
Barbados,BRB,1965,98.9
Barbados,BRB,1970,99.4
Barbados,BRB,1975,99.3
Barbados,BRB,1980,98.6
Barbados,BRB,1985,99.3
Barbados,BRB,1990,99.2
Barbados,BRB,1995,99.4
Barbados,BRB,2000,100
Barbados,BRB,2005,100
Barbados,BRB,2010,99.8
Barbados,BRB,2015,99.2
Barbados,BRB,2020,99.3
Belgium,BEL,1870,55.8
Belgium,BEL,1875,52.8
Belgium,BEL,1880,54.9
Belgium,BEL,1885,56.2
Belgium,BEL,1890,55
Belgium,BEL,1895,55.9
Belgium,BEL,1900,57.5
Belgium,BEL,1905,59.9
Belgium,BEL,1910,66.2
Belgium,BEL,1915,68.5
Belgium,BEL,1920,70.5
Belgium,BEL,1925,73.7
Belgium,BEL,1930,78.2
Belgium,BEL,1935,81.9
Belgium,BEL,1940,87.7
Belgium,BEL,1945,93.9
Belgium,BEL,1950,97.3
Belgium,BEL,1955,97.8
Belgium,BEL,1960,98.2
Belgium,BEL,1965,98.8
Belgium,BEL,1970,98.8
Belgium,BEL,1975,97.5
Belgium,BEL,1980,96.4
Belgium,BEL,1985,95.8
Belgium,BEL,1990,95.8
Belgium,BEL,1995,96.2
Belgium,BEL,2000,96.8
Belgium,BEL,2005,95.8
Belgium,BEL,2010,96.1
Belgium,BEL,2015,96.5
Belgium,BEL,2020,97
Belize,BLZ,1870,9.300003
Belize,BLZ,1875,11.699997
Belize,BLZ,1880,14.400002
Belize,BLZ,1885,17.699997
Belize,BLZ,1890,21.599998
Belize,BLZ,1895,25.900002
Belize,BLZ,1900,30.5
Belize,BLZ,1905,41.3
Belize,BLZ,1910,51
Belize,BLZ,1915,59.2
Belize,BLZ,1920,60.1
Belize,BLZ,1925,65.3
Belize,BLZ,1930,69.3
Belize,BLZ,1935,74.4
Belize,BLZ,1940,79.9
Belize,BLZ,1945,84.8
Belize,BLZ,1950,87.3
Belize,BLZ,1955,88.6
Belize,BLZ,1960,90.2
Belize,BLZ,1965,90.8
Belize,BLZ,1970,92
Belize,BLZ,1975,92.4
Belize,BLZ,1980,93.5
Belize,BLZ,1985,91.4
Belize,BLZ,1990,91.4
Belize,BLZ,1995,95
Belize,BLZ,2000,97.4
Belize,BLZ,2005,98.9
Belize,BLZ,2010,99.9
Belize,BLZ,2015,99.9
Belize,BLZ,2020,99.9
Benin,BEN,1870,0
Benin,BEN,1875,0.099998474
Benin,BEN,1880,0.099998474
Benin,BEN,1885,0.099998474
Benin,BEN,1890,0.099998474
Benin,BEN,1895,0.19999695
Benin,BEN,1900,0.19999695
Benin,BEN,1905,0.30000305
Benin,BEN,1910,0.40000153
Benin,BEN,1915,0.5
Benin,BEN,1920,0.5999985
Benin,BEN,1925,2.0999985
Benin,BEN,1930,3.5
Benin,BEN,1935,4.699997
Benin,BEN,1940,7.199997
Benin,BEN,1945,8.300003
Benin,BEN,1950,8.800003
Benin,BEN,1955,10.400002
Benin,BEN,1960,11.900002
Benin,BEN,1965,13.300003
Benin,BEN,1970,14.400002
Benin,BEN,1975,15.400002
Benin,BEN,1980,18.099998
Benin,BEN,1985,23.199997
Benin,BEN,1990,28.199997
Benin,BEN,1995,33.6
Benin,BEN,2000,38.8
Benin,BEN,2005,42.4
Benin,BEN,2010,47.7
Benin,BEN,2015,55.1
Benin,BEN,2020,62.6
Bolivia,BOL,1870,1.4000015
Bolivia,BOL,1875,1.800003
Bolivia,BOL,1880,2.199997
Bolivia,BOL,1885,2.699997
Bolivia,BOL,1890,3.4000015
Bolivia,BOL,1895,4.199997
Bolivia,BOL,1900,5.199997
Bolivia,BOL,1905,6.300003
Bolivia,BOL,1910,8.099998
Bolivia,BOL,1915,10.5
Bolivia,BOL,1920,13.599998
Bolivia,BOL,1925,15.800003
Bolivia,BOL,1930,17.699997
Bolivia,BOL,1935,23.699997
Bolivia,BOL,1940,26.400002
Bolivia,BOL,1945,29.099998
Bolivia,BOL,1950,34
Bolivia,BOL,1955,39.6
Bolivia,BOL,1960,45
Bolivia,BOL,1965,52.5
Bolivia,BOL,1970,58.2
Bolivia,BOL,1975,64.9
Bolivia,BOL,1980,71.8
Bolivia,BOL,1985,78.2
Bolivia,BOL,1990,83.7
Bolivia,BOL,1995,87.7
Bolivia,BOL,2000,91.1
Bolivia,BOL,2005,91.4
Bolivia,BOL,2010,92.7
Bolivia,BOL,2015,94.5
Bolivia,BOL,2020,95.1
Botswana,BWA,2015,95.3
Botswana,BWA,2020,97.2
Brazil,BRA,1870,3.5
Brazil,BRA,1875,4.4000015
Brazil,BRA,1880,5.5
Brazil,BRA,1885,6.5
Brazil,BRA,1890,7.4000015
Brazil,BRA,1895,8.099998
Brazil,BRA,1900,12.699997
Brazil,BRA,1905,15.5
Brazil,BRA,1910,16.199997
Brazil,BRA,1915,18.599998
Brazil,BRA,1920,21.099998
Brazil,BRA,1925,23.099998
Brazil,BRA,1930,26.300003
Brazil,BRA,1935,29.599998
Brazil,BRA,1940,32.1
Brazil,BRA,1945,34.199997
Brazil,BRA,1950,37.9
Brazil,BRA,1955,43.2
Brazil,BRA,1960,48.9
Brazil,BRA,1965,55.7
Brazil,BRA,1970,63.7
Brazil,BRA,1975,73.4
Brazil,BRA,1980,74.8
Brazil,BRA,1985,76.7
Brazil,BRA,1990,79.8
Brazil,BRA,1995,82.9
Brazil,BRA,2000,86.5
Brazil,BRA,2005,90.5
Brazil,BRA,2010,93.1
Brazil,BRA,2015,94.6
Brazil,BRA,2020,95.8
Brunei,BRN,2015,79.7
Brunei,BRN,2020,79.4
Bulgaria,BGR,1870,26.5
Bulgaria,BGR,1875,28
Bulgaria,BGR,1880,29.5
Bulgaria,BGR,1885,30.900002
Bulgaria,BGR,1890,32.4
Bulgaria,BGR,1895,35.9
Bulgaria,BGR,1900,42
Bulgaria,BGR,1905,45.4
Bulgaria,BGR,1910,51.9
Bulgaria,BGR,1915,59.3
Bulgaria,BGR,1920,66.4
Bulgaria,BGR,1925,69.1
Bulgaria,BGR,1930,72
Bulgaria,BGR,1935,73.5
Bulgaria,BGR,1940,77.3
Bulgaria,BGR,1945,80.2
Bulgaria,BGR,1950,85.7
Bulgaria,BGR,1955,89.4
Bulgaria,BGR,1960,91.7
Bulgaria,BGR,1965,93.4
Bulgaria,BGR,1970,95.3
Bulgaria,BGR,1975,96.8
Bulgaria,BGR,1980,97.1
Bulgaria,BGR,1985,97.2
Bulgaria,BGR,1990,97.5
Bulgaria,BGR,1995,98.2
Bulgaria,BGR,2000,98.8
Bulgaria,BGR,2005,98.4
Bulgaria,BGR,2010,98
Bulgaria,BGR,2015,98.1
Bulgaria,BGR,2020,98.2
Burundi,BDI,2015,57.7
Burundi,BDI,2020,66.3
Cambodia,KHM,1870,0
Cambodia,KHM,1875,0
Cambodia,KHM,1880,0
Cambodia,KHM,1885,0
Cambodia,KHM,1890,0
Cambodia,KHM,1895,0
Cambodia,KHM,1900,0
Cambodia,KHM,1905,0
Cambodia,KHM,1910,0.099998474
Cambodia,KHM,1915,0.19999695
Cambodia,KHM,1920,0.30000305
Cambodia,KHM,1925,0.40000153
Cambodia,KHM,1930,0.5999985
Cambodia,KHM,1935,0.9000015
Cambodia,KHM,1940,1.5
Cambodia,KHM,1945,6.4000015
Cambodia,KHM,1950,10.599998
Cambodia,KHM,1955,15.400002
Cambodia,KHM,1960,25.099998
Cambodia,KHM,1965,30.699997
Cambodia,KHM,1970,37.5
Cambodia,KHM,1975,44.8
Cambodia,KHM,1980,52.2
Cambodia,KHM,1985,56.9
Cambodia,KHM,1990,61
Cambodia,KHM,1995,65.2
Cambodia,KHM,2000,69.3
Cambodia,KHM,2005,74.7
Cambodia,KHM,2010,80.5
Cambodia,KHM,2015,84.6
Cambodia,KHM,2020,87.3
Cameroon,CMR,1870,0.099998474
Cameroon,CMR,1875,0.19999695
Cameroon,CMR,1880,0.19999695
Cameroon,CMR,1885,0.30000305
Cameroon,CMR,1890,0.40000153
Cameroon,CMR,1895,0.80000305
Cameroon,CMR,1900,1.199997
Cameroon,CMR,1905,1.5
Cameroon,CMR,1910,1.699997
Cameroon,CMR,1915,1.9000015
Cameroon,CMR,1920,2.800003
Cameroon,CMR,1925,3.800003
Cameroon,CMR,1930,4.800003
Cameroon,CMR,1935,6.300003
Cameroon,CMR,1940,8.099998
Cameroon,CMR,1945,10.099998
Cameroon,CMR,1950,14
Cameroon,CMR,1955,17.699997
Cameroon,CMR,1960,21.400002
Cameroon,CMR,1965,27.300003
Cameroon,CMR,1970,34.1
Cameroon,CMR,1975,43.5
Cameroon,CMR,1980,52
Cameroon,CMR,1985,60.5
Cameroon,CMR,1990,68.5
Cameroon,CMR,1995,75.6
Cameroon,CMR,2000,79.8
Cameroon,CMR,2005,81.1
Cameroon,CMR,2010,82.3
Cameroon,CMR,2015,86.5
Cameroon,CMR,2020,87.7
Canada,CAN,1870,70.3
Canada,CAN,1875,72.6
Canada,CAN,1880,75.1
Canada,CAN,1885,77.3
Canada,CAN,1890,79.1
Canada,CAN,1895,81.3
Canada,CAN,1900,84.2
Canada,CAN,1905,85.9
Canada,CAN,1910,86.6
Canada,CAN,1915,88.5
Canada,CAN,1920,90.9
Canada,CAN,1925,93.1
Canada,CAN,1930,94.7
Canada,CAN,1935,96.3
Canada,CAN,1940,97.1
Canada,CAN,1945,97.9
Canada,CAN,1950,98.4
Canada,CAN,1955,98.7
Canada,CAN,1960,99
Canada,CAN,1965,99
Canada,CAN,1970,99.4
Canada,CAN,1975,99.1
Canada,CAN,1980,99
Canada,CAN,1985,99.4
Canada,CAN,1990,99.5
Canada,CAN,1995,99.4
Canada,CAN,2000,99.5
Canada,CAN,2005,99.5
Canada,CAN,2010,99.5
Canada,CAN,2015,99.5
Canada,CAN,2020,99.6
Central African Republic,CAF,2015,52.3
Central African Republic,CAF,2020,57.8
Chile,CHL,1870,9.599998
Chile,CHL,1875,11.400002
Chile,CHL,1880,12.800003
Chile,CHL,1885,14
Chile,CHL,1890,14.900002
Chile,CHL,1895,15.900002
Chile,CHL,1900,30.400002
Chile,CHL,1905,34.9
Chile,CHL,1910,41.5
Chile,CHL,1915,49.9
Chile,CHL,1920,58.5
Chile,CHL,1925,65.3
Chile,CHL,1930,69
Chile,CHL,1935,74.4
Chile,CHL,1940,77.4
Chile,CHL,1945,78.8
Chile,CHL,1950,80.4
Chile,CHL,1955,81.3
Chile,CHL,1960,82.8
Chile,CHL,1965,87.1
Chile,CHL,1970,91.2
Chile,CHL,1975,93.1
Chile,CHL,1980,94.1
Chile,CHL,1985,95.5
Chile,CHL,1990,96.3
Chile,CHL,1995,96.2
Chile,CHL,2000,96.6
Chile,CHL,2005,97.4
Chile,CHL,2010,98.6
Chile,CHL,2015,98.9
Chile,CHL,2020,99
China,CHN,1870,0
China,CHN,1875,0
China,CHN,1880,0
China,CHN,1885,0.099998474
China,CHN,1890,0.099998474
China,CHN,1895,0.19999695
China,CHN,1900,0.30000305
China,CHN,1905,0.5
China,CHN,1910,0.80000305
China,CHN,1915,1.199997
China,CHN,1920,1.9000015
China,CHN,1925,3.5
China,CHN,1930,5.5
China,CHN,1935,7.699997
China,CHN,1940,24.800003
China,CHN,1945,27.400002
China,CHN,1950,31.400002
China,CHN,1955,38.6
China,CHN,1960,46.6
China,CHN,1965,54.9
China,CHN,1970,64.4
China,CHN,1975,71.4
China,CHN,1980,80.3
China,CHN,1985,82
China,CHN,1990,82.2
China,CHN,1995,88.3
China,CHN,2000,93.5
China,CHN,2005,95.8
China,CHN,2010,97.4
China,CHN,2015,98
China,CHN,2020,98.7
Colombia,COL,1870,9.900002
Colombia,COL,1875,11.400002
Colombia,COL,1880,13
Colombia,COL,1885,14.599998
Colombia,COL,1890,15.400002
Colombia,COL,1895,15.599998
Colombia,COL,1900,23
Colombia,COL,1905,26.099998
Colombia,COL,1910,35
Colombia,COL,1915,38.6
Colombia,COL,1920,42.2
Colombia,COL,1925,48.1
Colombia,COL,1930,51.8
Colombia,COL,1935,54.4
Colombia,COL,1940,55.8
Colombia,COL,1945,58.7
Colombia,COL,1950,61.1
Colombia,COL,1955,64.7
Colombia,COL,1960,69.2
Colombia,COL,1965,73.3
Colombia,COL,1970,77.7
Colombia,COL,1975,80.7
Colombia,COL,1980,84.2
Colombia,COL,1985,87.8
Colombia,COL,1990,89.6
Colombia,COL,1995,89.8
Colombia,COL,2000,91.9
Colombia,COL,2005,95.2
Colombia,COL,2010,95.6
Colombia,COL,2015,96.5
Colombia,COL,2020,97.4
Congo,COG,2015,78.3
Congo,COG,2020,81.2
Costa Rica,CRI,1870,8.599998
Costa Rica,CRI,1875,10.599998
Costa Rica,CRI,1880,12.900002
Costa Rica,CRI,1885,15.599998
Costa Rica,CRI,1890,19
Costa Rica,CRI,1895,22.900002
Costa Rica,CRI,1900,37.6
Costa Rica,CRI,1905,44.2
Costa Rica,CRI,1910,50.6
Costa Rica,CRI,1915,55.2
Costa Rica,CRI,1920,60.8
Costa Rica,CRI,1925,66.5
Costa Rica,CRI,1930,69.2
Costa Rica,CRI,1935,72.1
Costa Rica,CRI,1940,75.2
Costa Rica,CRI,1945,78.5
Costa Rica,CRI,1950,80.8
Costa Rica,CRI,1955,82
Costa Rica,CRI,1960,82.3
Costa Rica,CRI,1965,83.4
Costa Rica,CRI,1970,83.8
Costa Rica,CRI,1975,89.2
Costa Rica,CRI,1980,91.9
Costa Rica,CRI,1985,94
Costa Rica,CRI,1990,94.6
Costa Rica,CRI,1995,94.9
Costa Rica,CRI,2000,95.8
Costa Rica,CRI,2005,97.5
Costa Rica,CRI,2010,97.3
Costa Rica,CRI,2015,97.7
Costa Rica,CRI,2020,98.2
Cote d'Ivoire,CIV,1870,0.099998474
Cote d'Ivoire,CIV,1875,0.099998474
Cote d'Ivoire,CIV,1880,0.099998474
Cote d'Ivoire,CIV,1885,0.19999695
Cote d'Ivoire,CIV,1890,0.19999695
Cote d'Ivoire,CIV,1895,0.30000305
Cote d'Ivoire,CIV,1900,0.40000153
Cote d'Ivoire,CIV,1905,0.5
Cote d'Ivoire,CIV,1910,1.9000015
Cote d'Ivoire,CIV,1915,3.4000015
Cote d'Ivoire,CIV,1920,4.699997
Cote d'Ivoire,CIV,1925,6.0999985
Cote d'Ivoire,CIV,1930,7.5
Cote d'Ivoire,CIV,1935,7.199997
Cote d'Ivoire,CIV,1940,7.300003
Cote d'Ivoire,CIV,1945,7.5999985
Cote d'Ivoire,CIV,1950,14.400002
Cote d'Ivoire,CIV,1955,14.900002
Cote d'Ivoire,CIV,1960,15.5
Cote d'Ivoire,CIV,1965,16.400002
Cote d'Ivoire,CIV,1970,18.699997
Cote d'Ivoire,CIV,1975,21.900002
Cote d'Ivoire,CIV,1980,26.099998
Cote d'Ivoire,CIV,1985,29.900002
Cote d'Ivoire,CIV,1990,34
Cote d'Ivoire,CIV,1995,44
Cote d'Ivoire,CIV,2000,52.9
Cote d'Ivoire,CIV,2005,58.2
Cote d'Ivoire,CIV,2010,63.1
Cote d'Ivoire,CIV,2015,66.3
Cote d'Ivoire,CIV,2020,70.7
Croatia,HRV,2015,99.6
Croatia,HRV,2020,99.3
Cuba,CUB,1870,3.199997
Cuba,CUB,1875,4
Cuba,CUB,1880,5
Cuba,CUB,1885,6.300003
Cuba,CUB,1890,8.099998
Cuba,CUB,1895,10.900002
Cuba,CUB,1900,20
Cuba,CUB,1905,32
Cuba,CUB,1910,37.6
Cuba,CUB,1915,47.1
Cuba,CUB,1920,52.1
Cuba,CUB,1925,58.7
Cuba,CUB,1930,65.7
Cuba,CUB,1935,69.6
Cuba,CUB,1940,72.3
Cuba,CUB,1945,74.2
Cuba,CUB,1950,76.2
Cuba,CUB,1955,77.3
Cuba,CUB,1960,79.2
Cuba,CUB,1965,82.1
Cuba,CUB,1970,87.7
Cuba,CUB,1975,93
Cuba,CUB,1980,96.4
Cuba,CUB,1985,94.7
Cuba,CUB,1990,93.5
Cuba,CUB,1995,92.9
Cuba,CUB,2000,93.3
Cuba,CUB,2005,95
Cuba,CUB,2010,96.5
Cuba,CUB,2015,97.2
Cuba,CUB,2020,98
Cyprus,CYP,1870,7.800003
Cyprus,CYP,1875,9.400002
Cyprus,CYP,1880,11.199997
Cyprus,CYP,1885,13.300003
Cyprus,CYP,1890,15.900002
Cyprus,CYP,1895,20.199997
Cyprus,CYP,1900,23.199997
Cyprus,CYP,1905,25.800003
Cyprus,CYP,1910,31.199997
Cyprus,CYP,1915,38.3
Cyprus,CYP,1920,45
Cyprus,CYP,1925,49.8
Cyprus,CYP,1930,54
Cyprus,CYP,1935,57
Cyprus,CYP,1940,59.2
Cyprus,CYP,1945,63.2
Cyprus,CYP,1950,67.3
Cyprus,CYP,1955,73.7
Cyprus,CYP,1960,81.6
Cyprus,CYP,1965,86.5
Cyprus,CYP,1970,88.5
Cyprus,CYP,1975,90
Cyprus,CYP,1980,91.5
Cyprus,CYP,1985,95.9
Cyprus,CYP,1990,98.6
Cyprus,CYP,1995,96.1
Cyprus,CYP,2000,97
Cyprus,CYP,2005,90.8
Cyprus,CYP,2010,99.8
Cyprus,CYP,2015,99.8
Cyprus,CYP,2020,99.8
Czechia,CZE,1870,63.3
Czechia,CZE,1875,65.3
Czechia,CZE,1880,67.3
Czechia,CZE,1885,69.2
Czechia,CZE,1890,71
Czechia,CZE,1895,72.8
Czechia,CZE,1900,74.5
Czechia,CZE,1905,79
Czechia,CZE,1910,82.6
Czechia,CZE,1915,85.5
Czechia,CZE,1920,87.7
Czechia,CZE,1925,90.6
Czechia,CZE,1930,92.3
