year,frequency_share,frequency_percent,corpus,period,fit_slope_log10_percent_per_year,fit_intercept
2062,0.011451226958329029,1.1451226958329028,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2063,0.012589956191983831,1.258995619198383,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2064,0.013841922572391448,1.3841922572391447,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2065,0.015218386591533913,1.5218386591533912,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2066,0.016731728503619175,1.6731728503619174,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2067,0.018395559676119725,1.8395559676119724,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2068,0.020224845013740497,2.02248450137405,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2069,0.02223603755643488,2.223603755643488,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2070,0.024447226462069264,2.4447226462069263,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2071,0.02687829970473948,2.687829970473948,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2072,0.029551122952073693,2.9551122952073694,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2073,0.03248973623039825,3.2489736230398245,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2074,0.03572057014661818,3.572057014661818,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2075,0.03927268361155877,3.927268361155877,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2076,0.04317802520292686,4.317802520292686,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2077,0.04747172051863225,4.747172051863225,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2078,0.052192388105011596,5.219238810501159,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2079,0.05738248680148594,5.738248680148594,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2080,0.06308869762574489,6.3088697625744885,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2081,0.06936234363425324,6.936234363425323,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2082,0.07625985153437259,7.625985153437259,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2083,0.08384325919997948,8.384325919997949,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2084,0.09218077365527287,9.218077365527288,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2085,0.10134738454545586,10.134738454545586,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2086,0.11142553861194428,11.142553861194427,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2087,0.1225058812385363,12.25058812385363,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2088,0.13468807173817962,13.468807173817963,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2089,0.14808167971320144,14.808167971320144,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2090,0.16280717055114877,16.280717055114877,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2091,0.17899698891994562,17.89969889199456,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2092,0.19679675000764912,19.679675000764913,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2093,0.21636654922109064,21.636654922109063,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2094,0.2378824021231118,23.78824021231118,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2095,0.26153782755964883,26.153782755964883,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2096,0.28754558821556014,28.754558821556014,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2097,0.3161396042542941,31.61396042542941,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2098,0.34757705725303867,34.757705725303865,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2099,0.38214070335681816,38.21407033568182,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2100,0.4201414164564139,42.01414164564139,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2101,0.46192098426421735,46.19209842642174,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2102,0.5078551824365686,50.78551824365685,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2103,0.5583571543918953,55.83571543918952,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2104,0.6138811272238107,61.388112722381074,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2105,0.6749264971306808,67.49264971306808,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2106,0.7420423211072485,74.20423211072486,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2107,0.8158322552976277,81.58322552976277,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2108,0.8969599844262713,89.69599844262713,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
2109,0.9861551911409405,98.61551911409406,XKCD labeled-point visual calibration,xkcd_visual_calibration_projection,0.04117219665778599,-84.83821748607323
1955,2.501878384464362e-07,2.5018783844643622e-05,Current en-US-2019,successor_observed,,
1956,3.0095685588094057e-07,3.0095685588094057e-05,Current en-US-2019,successor_observed,,
1957,3.319093764275749e-07,3.319093764275749e-05,Current en-US-2019,successor_observed,,
1958,5.993694003336714e-07,5.9936940033367136e-05,Current en-US-2019,successor_observed,,
1959,5.178988544685126e-07,5.178988544685126e-05,Current en-US-2019,successor_observed,,
1960,6.1834867892685e-07,6.1834867892685e-05,Current en-US-2019,successor_observed,,
1961,4.2349688555987086e-07,4.2349688555987086e-05,Current en-US-2019,successor_observed,,
1962,4.199569332286046e-07,4.199569332286046e-05,Current en-US-2019,successor_observed,,
1963,4.982598511560354e-07,4.9825985115603544e-05,Current en-US-2019,successor_observed,,
1964,4.018478421130567e-07,4.018478421130567e-05,Current en-US-2019,successor_observed,,
1965,4.7032386873979704e-07,4.7032386873979704e-05,Current en-US-2019,successor_observed,,
1966,5.7849962331602e-07,5.7849962331602e-05,Current en-US-2019,successor_observed,,
1967,5.136982963449555e-07,5.1369829634495545e-05,Current en-US-2019,successor_observed,,
1968,4.750592665914155e-07,4.750592665914155e-05,Current en-US-2019,successor_observed,,
1969,5.491748424901743e-07,5.4917484249017434e-05,Current en-US-2019,successor_observed,,
1970,5.369825544221385e-07,5.369825544221385e-05,Current en-US-2019,successor_observed,,
1971,6.453767014136247e-07,6.453767014136247e-05,Current en-US-2019,successor_observed,,
1972,6.549224167429202e-07,6.549224167429202e-05,Current en-US-2019,successor_observed,,
1973,8.536044902029971e-07,8.536044902029971e-05,Current en-US-2019,successor_observed,,
1974,8.222144742831006e-07,8.222144742831006e-05,Current en-US-2019,successor_observed,,
1975,1.0014342706199386e-06,0.00010014342706199386,Current en-US-2019,successor_observed,,
1976,1.2842624528275337e-06,0.00012842624528275337,Current en-US-2019,successor_observed,,
1977,1.3008541372983018e-06,0.00013008541372983018,Current en-US-2019,successor_observed,,
1978,1.1506598411870073e-06,0.00011506598411870073,Current en-US-2019,successor_observed,,
1979,1.0629753433022415e-06,0.00010629753433022415,Current en-US-2019,successor_observed,,
1980,1.22262611057522e-06,0.000122262611057522,Current en-US-2019,successor_observed,,
1981,1.5851312582526589e-06,0.0001585131258252659,Current en-US-2019,successor_observed,,
1982,1.5656222558391164e-06,0.00015656222558391164,Current en-US-2019,successor_observed,,
1983,1.6637518456263933e-06,0.00016637518456263933,Current en-US-2019,successor_observed,,
1984,2.0097488686587894e-06,0.00020097488686587894,Current en-US-2019,successor_observed,,
1985,1.791108616089332e-06,0.0001791108616089332,Current en-US-2019,successor_observed,,
1986,2.0360146208986407e-06,0.00020360146208986407,Current en-US-2019,successor_observed,,
1987,2.2512545001518447e-06,0.00022512545001518447,Current en-US-2019,successor_observed,,
1988,2.9792468012601603e-06,0.00029792468012601603,Current en-US-2019,successor_observed,,
1989,4.240501766616944e-06,0.0004240501766616944,Current en-US-2019,successor_observed,,
1990,5.8669843383540865e-06,0.0005866984338354087,Current en-US-2019,successor_observed,,
1991,6.3488964769931044e-06,0.0006348896476993104,Current en-US-2019,successor_observed,,
1992,8.470209650113247e-06,0.0008470209650113247,Current en-US-2019,successor_observed,,
1993,9.60012857831316e-06,0.0009600128578313161,Current en-US-2019,successor_observed,,
1994,1.071616861736402e-05,0.001071616861736402,Current en-US-2019,successor_observed,,
1995,1.0606659998302348e-05,0.0010606659998302348,Current en-US-2019,successor_observed,,
1996,1.0476209354237653e-05,0.0010476209354237653,Current en-US-2019,successor_observed,,
1997,1.053046162269311e-05,0.001053046162269311,Current en-US-2019,successor_observed,,
1998,1.0521844160393812e-05,0.0010521844160393812,Current en-US-2019,successor_observed,,
1999,1.088519456970971e-05,0.001088519456970971,Current en-US-2019,successor_observed,,
2000,1.0312328413419891e-05,0.0010312328413419891,Current en-US-2019,successor_observed,,
2001,9.838748155743815e-06,0.0009838748155743815,Current en-US-2019,successor_observed,,
2002,1.0563029718468897e-05,0.0010563029718468897,Current en-US-2019,successor_observed,,
2003,1.025142591970507e-05,0.001025142591970507,Current en-US-2019,successor_observed,,
2004,1.0804466000990942e-05,0.0010804466000990942,Current en-US-2019,successor_observed,,
2005,1.1458377230155747e-05,0.0011458377230155747,Current en-US-2019,successor_observed,,
2006,1.139490632340312e-05,0.001139490632340312,Current en-US-2019,successor_observed,,
2007,1.2283563592063729e-05,0.0012283563592063729,Current en-US-2019,successor_observed,,
2008,1.307375350734219e-05,0.001307375350734219,Current en-US-2019,successor_observed,,
2009,1.2175741176179145e-05,0.0012175741176179145,Current en-US-2019,successor_observed,,
2010,1.4587014447897673e-05,0.0014587014447897673,Current en-US-2019,successor_observed,,
2011,1.4049680430616718e-05,0.0014049680430616718,Current en-US-2019,successor_observed,,
2012,1.2948638868692797e-05,0.0012948638868692797,Current en-US-2019,successor_observed,,
2013,1.340506332780933e-05,0.001340506332780933,Current en-US-2019,successor_observed,,
2014,1.3158086403564084e-05,0.0013158086403564084,Current en-US-2019,successor_observed,,
2015,1.4042177099327091e-05,0.0014042177099327091,Current en-US-2019,successor_observed,,
2016,1.4755717529624235e-05,0.0014755717529624235,Current en-US-2019,successor_observed,,
2017,1.4805016689933836e-05,0.0014805016689933836,Current en-US-2019,successor_observed,,
2018,1.468687150918413e-05,0.001468687150918413,Current en-US-2019,successor_observed,,
2019,1.821336627472192e-05,0.001821336627472192,Current en-US-2019,successor_observed,,
2019,2.8253882253096983e-05,0.0028253882253096983,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2020,3.037145455133067e-05,0.003037145455133067,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2021,3.26477346829898e-05,0.0032647734682989802,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2022,3.509461748463397e-05,0.003509461748463397,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2023,3.772488928717263e-05,0.003772488928717263,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2024,4.05522947315941e-05,0.00405522947315941,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2025,4.3591608592400565e-05,0.004359160859240057,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2026,4.685871298406677e-05,0.004685871298406677,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2027,5.0370680353968415e-05,0.005037068035396841,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2028,5.4145862695469665e-05,0.005414586269546966,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2029,5.820398744734596e-05,0.005820398744734596,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2030,6.256626058068611e-05,0.006256626058068611,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2031,6.725547741194862e-05,0.006725547741194862,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2032,7.229614172123704e-05,0.007229614172123705,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2033,7.771459379825339e-05,0.007771459379825338,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2034,8.353914808504087e-05,0.008353914808504087,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2035,8.980024113477538e-05,0.008980024113477538,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2036,9.653059065978132e-05,0.009653059065978133,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2037,0.0001037653664998655,0.01037653664998655,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2038,0.00011154237440440206,0.011154237440440206,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2039,0.00011990225358851247,0.011990225358851248,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2040,0.0001288886890956872,0.012888868909568722,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2041,0.0001385486400765769,0.01385486400765769,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2042,0.00014893258517678984,0.014893258517678984,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2043,0.0001600947863160759,0.01600947863160759,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2044,0.000172093572237162,0.0172093572237162,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2045,0.00018499164330609033,0.01849916433060903,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2046,0.00019885639915664865,0.019885639915664863,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2047,0.0002137602908911929,0.02137602908911929,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2048,0.00022978119967812047,0.022978119967812047,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2049,0.00024700284372457156,0.024700284372457155,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2050,0.00026551521575085785,0.026551521575085783,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2051,0.0002854150532527217,0.028541505325272172,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2052,0.0003068063440089062,0.030680634400890618,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2053,0.0003298008694753754,0.03298008694753754,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2054,0.00035451878890600705,0.0354518788906007,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2055,0.00038108926725180146,0.038108926725180146,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2056,0.00040965115012006896,0.0409651150120069,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2057,0.0004403536893202718,0.04403536893202718,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2058,0.0004733573227882771,0.04733573227882771,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2059,0.000508834512964253,0.0508834512964253,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2060,0.0005469706480053046,0.054697064800530465,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2061,0.0005879650105423777,0.058796501054237775,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2062,0.0006320318190433033,0.06320318190433033,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2063,0.00067940134722423,0.067940134722423,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2064,0.0007303211273583968,0.07303211273583968,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2065,0.0007850572437708514,0.07850572437708514,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2066,0.0008438957232776538,0.08438957232776538,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2067,0.0009071440298361036,0.09071440298361036,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2068,0.0009751326712157815,0.09751326712157815,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2069,0.0010482169260863606,0.10482169260863607,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2070,0.001126778700547545,0.1126778700547545,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2071,0.0012112285238017326,0.12112285238017327,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2072,0.0013020076933989476,0.13020076933989477,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2073,0.0013995905812630002,0.13995905812630002,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2074,0.0015044871125503827,0.15044871125503828,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2075,0.0016172454302940025,0.16172454302940026,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2076,0.0017384547597573687,0.17384547597573688,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2077,0.0018687484874659586,0.18687484874659585,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2078,0.0020088074710057986,0.20088074710057985,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2079,0.0021593635968855072,0.21593635968855074,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2080,0.0023212036050520566,0.23212036050520565,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2081,0.0024951732000474762,0.2495173200047476,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2082,0.0026821814702874085,0.26821814702874086,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2083,0.002883205638557066,0.2883205638557066,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2084,0.0030992961685460535,0.30992961685460535,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2085,0.00333158225410918,0.333158225410918,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2086,0.003581277719935541,0.3581277719935541,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2087,0.003849687364460904,0.38496873644609036,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2088,0.00413821377816998,0.41382137781699796,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2089,0.004448364672915042,0.44483646729150417,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2090,0.0047817607605545,0.47817607605545,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2091,0.005140144222077519,0.5140144222077518,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2092,0.005525387811474924,0.5525387811474924,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2093,0.005939504641925635,0.5939504641925635,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2094,0.006384658705438111,0.6384658705438111,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2095,0.0068631761809200345,0.6863176180920034,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2096,0.00737755758976225,0.737755758976225,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2097,0.007930490862463047,0.7930490862463048,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2098,0.008524865384566198,0.8524865384566198,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2099,0.009163787095318147,0.9163787095318148,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2100,0.00985059471793523,0.9850594717935229,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2101,0.010588877206301422,1.0588877206301421,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2102,0.011382492499258531,1.1382492499258532,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2103,0.012235587680492783,1.2235587680492783,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2104,0.013152620649368658,1.3152620649368658,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2105,0.014138383415942798,1.41383834159428,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2106,0.015198027141899518,1.5198027141899517,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2107,0.016337089058247486,1.6337089058247487,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2108,0.017561521400451988,1.7561521400451987,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
2109,0.018877722512189478,1.8877722512189479,Current en-US-2019,successor_projection,0.03138746074538464,-65.92020511400601
